bid_winner,bidders,order_value,tendor_bid_close_date,tendor_discription,tendor_issue_date,tendor_no,tendor_submission_date
SPAN COMMUNICATIONS,"[{'S.no': '1', 'Vendor_code': '57521', 'Vendor_name': 'Sagacious Advertising and marketing', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57522', 'Vendor_name': 'Infinity Advertising Services (P) Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '57523', 'Vendor_name': 'EXPRESSION 360 Services India Pvt Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~Q84', 'Vendor_name': 'Promodome Communications Pvt. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~Q85', 'Vendor_name': 'Paramin Advertising & Marketing Associates', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '6', 'Vendor_code': '~Q87', 'Vendor_name': 'Airads Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~Q88', 'Vendor_name': 'Sharad Advertising P. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '8', 'Vendor_code': '~Q90', 'Vendor_name': 'SPAN COMMUNICATIONS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': '~Q93', 'Vendor_name': 'NATIONAL ADVERTISING AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '10', 'Vendor_code': '~Q95', 'Vendor_name': 'CONCEPT COMMUNICATION LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '11', 'Vendor_code': '~Q99', 'Vendor_name': 'VENTURES ADVERTISING PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '12', 'Vendor_code': '~R02', 'Vendor_name': 'GOLDMINE ADVERTISING LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '13', 'Vendor_code': '~R04', 'Vendor_name': 'VERMILLION COMMUNICATION PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '14', 'Vendor_code': '~R05', 'Vendor_name': 'ADFACTORS ADVERTISING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '15', 'Vendor_code': '~R07', 'Vendor_name': 'PAMM ADVERTISING & MARKETING', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '16', 'Vendor_code': '~R10', 'Vendor_name': 'R K SWAMY BBDO PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '17', 'Vendor_code': '~~S4', 'Vendor_name': 'ISHA ADVERTISING PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '18', 'Vendor_code': '~~S6', 'Vendor_name': 'SANKET COMMUNICATIONS PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",6000000 INR,03-02-2022,Empanelment of Advertising Agencies,18-01-2022,LT/8589-000-SE-T-0022/33,01-JUL-2022
KEI INDUSTRIES LIMITED,"[{'S.no': '1', 'Vendor_code': '3669', 'Vendor_name': 'KEI INDUSTRIES LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3715', 'Vendor_name': 'LS Cable India Pvt. Ltd.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '3', 'Vendor_code': '3723', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '3872', 'Vendor_name': 'GUPTA POWER INFRASTRUCTURE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': '3959', 'Vendor_name': 'TIRUPATI PLASTOMATICS PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '6', 'Vendor_code': 'G156', 'Vendor_name': 'GEMSCAB INDUSTRIES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '7', 'Vendor_code': 'H060', 'Vendor_name': 'HAVELLS  INDIA   LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'U003', 'Vendor_name': 'UNIVERSAL CABLES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",35821926.3 INR,27-05-2022,HV CABLES (MOU ITEM) (Item Code : 130A),06-05-2022,B015-000-XT-MR-216/144,28-JUN-2022
RUHRPUMPEN INDIA PRIVATE LIMITED,"[{'S.no': '1', 'Vendor_code': '3629', 'Vendor_name': 'RUHRPUMPEN INDIA PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F156', 'Vendor_name': 'FLOWSERVE INDIA CONTROLS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'K018', 'Vendor_name': 'KSB LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'K087', 'Vendor_name': 'KIRLOSKAR EBARA PUMPS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",4300662 INR,20-01-2022,"PUMP-CENTRIFUGAL.HORIZONTAL (SPECIAL PURPOSE PROCESS), PUMP-CENTRIFUGAL.VERTICAL (SPECIAL PURPOSE PR",26-11-2021,B390-000-PA-MR-5030/39,26-MAY-2022
KSB LIMITED,"[{'S.no': '1', 'Vendor_code': '3629', 'Vendor_name': 'RUHRPUMPEN INDIA PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F156', 'Vendor_name': 'FLOWSERVE INDIA CONTROLS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'K018', 'Vendor_name': 'KSB LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'K087', 'Vendor_name': 'KIRLOSKAR EBARA PUMPS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",10327300 INR,20-01-2022,"PUMP-CENTRIFUGAL.HORIZONTAL (SPECIAL PURPOSE PROCESS), PUMP-CENTRIFUGAL.VERTICAL (SPECIAL PURPOSE PR",26-11-2021,B390-000-PA-MR-5030/39,26-MAY-2022
FLOWSERVE INDIA CONTROLS PVT LTD,"[{'S.no': '1', 'Vendor_code': '3629', 'Vendor_name': 'RUHRPUMPEN INDIA PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F156', 'Vendor_name': 'FLOWSERVE INDIA CONTROLS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'K018', 'Vendor_name': 'KSB LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'K087', 'Vendor_name': 'KIRLOSKAR EBARA PUMPS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",15561147 INR,20-01-2022,"PUMP-CENTRIFUGAL.HORIZONTAL (SPECIAL PURPOSE PROCESS), PUMP-CENTRIFUGAL.VERTICAL (SPECIAL PURPOSE PR",26-11-2021,B390-000-PA-MR-5030/39,26-MAY-2022
KIRLOSKAR EBARA PUMPS LTD,"[{'S.no': '1', 'Vendor_code': '3629', 'Vendor_name': 'RUHRPUMPEN INDIA PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F156', 'Vendor_name': 'FLOWSERVE INDIA CONTROLS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'K018', 'Vendor_name': 'KSB LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'K087', 'Vendor_name': 'KIRLOSKAR EBARA PUMPS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",7961829.68 INR,20-01-2022,"PUMP-CENTRIFUGAL.HORIZONTAL (SPECIAL PURPOSE PROCESS), PUMP-CENTRIFUGAL.VERTICAL (SPECIAL PURPOSE PR",26-11-2021,B390-000-PA-MR-5030/39,30-MAY-2022
EVERGREEN TECHNOLOGIES PVT.LTD.,"[{'S.no': '1', 'Vendor_code': 'E020', 'Vendor_name': 'EVERGREEN TECHNOLOGIES PVT.LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",40300000 INR,18-04-2022,SUPPLY & REFURBISHMENT OF PROPRIETARY CONTACTORS AT BPCL KOCHI,13-04-2022,8603-000-LZ-MR-6832/26,10-JUN-2022
Kshetra,"[{'S.no': '1', 'Vendor_code': '57795', 'Vendor_name': 'Kshetra', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '57796', 'Vendor_name': 'NESTERS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '57797', 'Vendor_name': 'Space Ace', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~LC4', 'Vendor_name': 'ANB CONSULTANT', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",3800000 INR,04-04-2022,Appointment of ArchitecturalConsultant for Kala Aamb,14-03-2022,AS/8024-000-CQ-T-8207/1002,09-JUN-2022
JCC INDIA PRIVATE LIMITED,"[{'S.no': '1', 'Vendor_code': 'D051', 'Vendor_name': 'CJ DARCL LOGISTICS LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'J044', 'Vendor_name': 'JCC INDIA PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'M074', 'Vendor_name': 'MFC Transport Pvt. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'S140', 'Vendor_name': 'SARR Freights Corporation', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",731600 INR,29-04-2022,Feasibility Study for Movementof ODC,27-04-2022,SKS/B502-000-TT-T-7100/1006,08-JUN-2022
NIRVAA SOLUTIONS PVT. LTD,"[{'S.no': '1', 'Vendor_code': '57799', 'Vendor_name': 'NIRVAA SOLUTIONS PVT. LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '~KTA', 'Vendor_name': 'Powermech Services Pvt. Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '~KTD', 'Vendor_name': 'Bluestar Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",24225257.02 INR,07-03-2022,"Facility Management Contractfor EIB Kharghar, Mumbai",15-02-2022,LT/8590-000-SE-T-1269/168,12-MAY-2022
Endress+Hauser (India) Pvt Ltd,"[{'S.no': '1', 'Vendor_code': '80556', 'Vendor_name': 'Endress+Hauser (India) Pvt Ltd', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '80719', 'Vendor_name': 'Emerson Process Management (India) Priva', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}]",3478195 INR,31-01-2022,"Tank Level Instrument (Radar,Ultrasonic)",22-12-2021,B229-000-YL-MR-2860/75,27-MAY-2022
RIGHT ADDRESS,"[{'S.no': '1', 'Vendor_code': '57606', 'Vendor_name': 'J.B.COMIDA PRIVATE LIMITED', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '57610', 'Vendor_name': 'RIGHT ADDRESS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '~V15', 'Vendor_name': 'Pacard (Manufacturing) Pvt. Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",677950 INR,08-03-2022,Fabrication of wooden furniture for RO Kolkata guest house,22-02-2022,LT/8590-000-SE-T-0205/167,27-MAY-2022
Purvi Engineers (India ) Pvt. Ltd.,"[{'S.no': '1', 'Vendor_code': '~91T', 'Vendor_name': 'Purvi Engineers (India ) Pvt. Ltd.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '~MM7', 'Vendor_name': 'Anemo Engineers Pvt. Ltd.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '~~MF', 'Vendor_name': 'Advance Ventilation Pvt. Ltd.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}]",10520000 INR,13-01-2022,Package cooling tower for HVAC(VRMP OBE),18-12-2021,JP/B015-000-PB-TN-8700/1055,05-MAY-2022
SATNAM GLOBAL INFRAPROJECTS  LTD.,"[{'S.no': '1', 'Vendor_code': '57710', 'Vendor_name': 'CORRTECH ENERGY LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': 'S036', 'Vendor_name': 'SATNAM GLOBAL INFRAPROJECTS  LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'S160', 'Vendor_name': 'SHILPI ENGINEERING PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'No'}]",560383329.73 INR,04-01-2022,Misc. Mechanical works-II forVRMP OBE (Refinery & ATP),13-12-2021,JP/B015-000-MQ-TN-3010/1056,02-MAY-2022
